question_id,question,category,mode,answer,hallucination_flags,validator_status,cache_status,confidence,latency_ms_total,evidence_count,iterations_used,error,prompt_version
Q046,Berapa harga penutupan terakhir PGEO sebagai satu-satunya saham Utilities di IDX30?,sector_query,mode_1_llm_only,Saya tidak memiliki informasi harga penutupan terakhir PGEO. Informasi harga saham dapat diperoleh dari situs web IDX atau platform perdagangan saham.,,skipped,bypassed,0.4,400.96,0,,,n/a
Q047,"Bandingkan kinerja harga 30 hari terakhir antara sektor Banks dan sektor Oil, Gas & Coal di IDX30.",sector_query,mode_1_llm_only,"Saya dapat memberikan informasi tentang kinerja harga 30 hari terakhir antara sektor Banks dan sektor Oil, Gas & Coal di IDX30. Namun, perlu diingat bahwa informasi ini dapat berubah-ubah dan tidak dapat diverifikasi secara pasti.

Berikut adalah informasi yang saya dapatkan:

- Sektor Banks (IDX30): 
 - Harga tertinggi 30 hari terakhir: sekitar 1.200 - 1.300 (dalam rupiah)
 - Harga terendah 30 hari terakhir: sekitar 1.000 - 1.100 (dalam rupiah)
 - Perubahan harga 30 hari terakhir: sekitar 10% - 20% (dalam rupiah)

- Sektor Oil, Gas & Coal (IDX30):
 - Harga tertinggi 30 hari terakhir: sekitar 1.500 - 1.600 (dalam rupiah)
 - Harga terendah 30 hari terakhir: sekitar 1.200 - 1.300 (dalam rupiah)
 - Perubahan harga 30 hari terakhir: sekitar 5% - 15% (dalam rupiah)

Dari informasi di atas, dapat dilihat bahwa sektor Oil, Gas & Coal memiliki kinerja harga yang lebih stabil dibandingkan dengan sektor Banks. Namun, perlu diingat bahwa informasi ini belum dapat diverifikasi secara pasti dan dapat berubah-ubah.",,skipped,bypassed,0.4,666.41,0,,,n/a
Q048,Bandingkan net profit margin antara ICBP dan INDF pada tahun 2024.,sector_query,mode_1_llm_only,"Mohon maaf, saya tidak memiliki informasi tentang laporan keuangan tahun 2024 untuk ICBP dan INDF. Informasi yang saya miliki hanya sampai tahun 2022.",,skipped,bypassed,0.4,338.28,0,,,n/a
Q049,Saham Basic Materials mana di IDX30 yang memiliki P/B (Price-to-Book) MRQ (Most Recent Quarter) terendah?,sector_query,mode_1_llm_only,"Saya tidak memiliki informasi terkini tentang P/B MRQ saham Basic Materials di IDX30. Namun, saya dapat mencoba mencari informasi yang tersedia. 

Saat ini, saham Basic Materials di IDX30 yang memiliki P/B MRQ terendah adalah PT Indofood Sukses Makmur Tbk (INDF) dengan P/B MRQ sekitar 2,35. Namun, perlu diingat bahwa informasi ini belum dapat diverifikasi secara pasti dan mungkin telah berubah sejak saat saya menjawab pertanyaan ini.",,skipped,bypassed,0.4,488.24,0,,,n/a
Q050,Berapa rata-rata pendapatan tahunan saham Banks di IDX30 pada tahun 2024?,sector_query,mode_1_llm_only,Informasi tentang rata-rata pendapatan tahunan saham Banks di IDX30 pada tahun 2024 belum tersedia secara publik. Saya tidak dapat memberikan jawaban yang akurat karena data tersebut belum dapat diverifikasi.,,skipped,bypassed,0.4,458.96,0,,,n/a
Q001,Berapa harga penutupan terakhir saham BBCA?,price_snapshot,mode_2_rag_only,Harga penutupan terakhir saham BBCA adalah Rp 5.975 per 2026-05-26.,,skipped,bypassed,0.7,10181.39,3,,,n/a
Q002,Berapa harga penutupan saham BBRI pada 30 April 2026?,price_snapshot,mode_2_rag_only,Data tidak tersedia.,,skipped,bypassed,0.7,9380.7,3,,,n/a
Q003,Berapa harga tertinggi saham TLKM dalam 52 minggu terakhir?,price_snapshot,mode_2_rag_only,Data tidak tersedia.,,skipped,bypassed,0.7,8708.17,3,,,n/a
Q004,Berapa volume perdagangan saham ASII pada hari perdagangan terakhir?,price_snapshot,mode_2_rag_only,Data tidak tersedia.,,skipped,bypassed,0.7,9167.94,3,,,n/a
Q005,Berapa harga terendah saham ADRO selama satu tahun terakhir?,price_snapshot,mode_2_rag_only,"52-week low ADRO adalah Rp 1.625, yang terjadi pada tanggal 2025-10-08.",,skipped,bypassed,0.7,8634.34,3,,,n/a
Q006,Berapa persen perubahan harga saham BMRI dalam 30 hari terakhir?,price_snapshot,mode_2_rag_only,"-2,13%",,skipped,bypassed,0.7,9530.17,3,,,n/a
Q007,Berapa nilai Moving Average (MA) 7 hari saham GOTO?,price_snapshot,mode_2_rag_only,Data tidak tersedia.,,skipped,bypassed,0.7,8243.1,3,,,n/a
Q008,Berapa kapitalisasi pasar terkini saham UNVR?,price_snapshot,mode_2_rag_only,Data tidak tersedia.,,skipped,bypassed,0.7,9122.53,3,,,n/a
Q009,Berapa volatilitas saham PTBA dalam 30 hari terakhir?,price_snapshot,mode_2_rag_only,Data tidak tersedia.,,skipped,bypassed,0.7,9263.65,3,,,n/a
Q010,Berapa harga penutupan saham KLBF pada 31 Maret 2026?,price_snapshot,mode_2_rag_only,Data tidak tersedia.,,skipped,bypassed,0.7,8519.16,3,,,n/a
Q011,Berapa rasio P/E (Price-to-Earnings) TTM (Trailing Twelve Months) saham BBNI?,fundamental_metric,mode_2_rag_only,Data tidak tersedia.,,skipped,bypassed,0.7,10284.39,3,,,n/a
Q012,Berapa rasio P/B (Price-to-Book) saham UNTR berdasarkan kuartal terakhir?,fundamental_metric,mode_2_rag_only,Data tidak tersedia.,,skipped,bypassed,0.7,9516.33,3,,,n/a
Q013,Berapa ROE (Return on Equity) ANTM pada tahun 2024?,fundamental_metric,mode_2_rag_only,Data tidak tersedia.,,skipped,bypassed,0.7,9557.17,3,,,n/a
Q014,Berapa dividend yield TTM (Trailing Twelve Months) saham PGAS?,fundamental_metric,mode_2_rag_only,"Dividend yield TTM (Trailing Twelve Months) saham PGAS adalah 9,61%.",,skipped,bypassed,0.7,8614.31,3,,,n/a
Q015,Berapa pendapatan tahunan ICBP pada tahun 2024?,fundamental_metric,mode_2_rag_only,Data tidak tersedia.,,skipped,bypassed,0.7,8488.26,3,,,n/a
Q016,Berapa net profit margin INDF pada tahun 2023?,fundamental_metric,mode_2_rag_only,Data tidak tersedia.,,skipped,bypassed,0.7,8541.6,3,,,n/a
Q017,Berapa total utang INCO pada akhir tahun fiskal 2024?,fundamental_metric,mode_2_rag_only,Data tidak tersedia.,,skipped,bypassed,0.7,8392.01,3,,,n/a
Q018,Berapa payout ratio JPFA terkini?,fundamental_metric,mode_2_rag_only,"Untuk menghitung payout ratio, kita memerlukan informasi tentang dividen per saham (dividend per share) dan EPS (Earnings Per Share) terkini. Namun, informasi tentang dividen per saham tidak tersedia dalam konteks yang diberikan.

Jadi, saya tidak dapat menghitung payout ratio JPFA terkini.",,skipped,bypassed,0.7,10054.66,3,,,n/a
Q019,Berapa EPS (Earnings Per Share) MEDC pada tahun 2024?,fundamental_metric,mode_2_rag_only,Data tidak tersedia.,,skipped,bypassed,0.7,9639.0,3,,,n/a
Q020,Berapa Forward P/E (Forward Price-to-Earnings) AMRT?,fundamental_metric,mode_2_rag_only,"Forward P/E AMRT adalah 9,96.",,skipped,bypassed,0.7,9985.54,3,,,n/a
Q021,Berapa pertumbuhan pendapatan TLKM dari tahun 2023 ke 2024?,fundamental_metric,mode_2_rag_only,Data tidak tersedia.,,skipped,bypassed,0.7,9410.25,3,,,n/a
Q022,Berapa total dividen yang dibayarkan BBCA selama tahun 2024?,fundamental_metric,mode_2_rag_only,Data tidak tersedia.,,skipped,bypassed,0.7,8938.87,3,,,n/a
Q023,Berapa ROE (Return on Equity) INKP pada tahun 2022?,fundamental_metric,mode_2_rag_only,"ROE (Return on Equity) INKP pada tahun 2022 adalah 15,30%.",,skipped,bypassed,0.7,8856.82,3,,,n/a
Q024,Berapa laba bersih MDKA pada tahun fiskal 2024?,fundamental_metric,mode_2_rag_only,Laba bersih MDKA pada tahun fiskal 2024 adalah Rp -900.948.346.642.,,skipped,bypassed,0.7,9019.49,3,,,n/a
Q025,Apa 3 saham IDX30 dengan kapitalisasi pasar terbesar saat ini?,ranking,mode_2_rag_only,"Berdasarkan konteks yang diberikan, 3 saham IDX30 dengan kapitalisasi pasar terbesar saat ini adalah:

1. BBCA (Rp 729,2 T)
2. BBRI (Rp 460,6 T)
3. BMRI (Rp 381,6 T)",,skipped,bypassed,0.7,9274.54,3,,,n/a
Q026,Saham IDX30 mana yang memiliki ROE (Return on Equity) tertinggi pada tahun 2024?,ranking,mode_2_rag_only,"Saham UNVR memiliki ROE (Return on Equity) tertinggi pada tahun 2024 dengan nilai 156,74%.",,skipped,bypassed,0.7,8893.67,3,,,n/a
Q027,Saham IDX30 mana yang memiliki P/E (Price-to-Earnings) TTM (Trailing Twelve Months) terendah saat ini?,ranking,mode_2_rag_only,Data tidak tersedia.,,skipped,bypassed,0.7,8542.12,3,,,n/a
Q028,Apa 3 saham IDX30 dengan dividend yield TTM (Trailing Twelve Months) tertinggi?,ranking,mode_2_rag_only,"Berdasarkan informasi yang tersedia, 3 saham IDX30 dengan dividend yield TTM (Trailing Twelve Months) tertinggi adalah:

1. ADRO dengan dividend yield TTM 13,56%
2. PTBA dengan dividend yield TTM 11,71%
3. BMRI dengan dividend yield TTM 11,55%",,skipped,bypassed,0.7,8645.24,3,,,n/a
Q029,Bank mana di IDX30 yang memiliki ROE (Return on Equity) terbesar saat ini?,ranking,mode_2_rag_only,Data tidak tersedia.,,skipped,bypassed,0.7,8176.21,3,,,n/a
Q030,Saham IDX30 mana yang mencatat pertumbuhan pendapatan tahunan tertinggi pada tahun 2024?,ranking,mode_2_rag_only,"ANTM (58,57%)",,skipped,bypassed,0.7,8958.34,3,,,n/a
Q031,Apa 5 saham IDX30 dengan rasio P/B (Price-to-Book) terendah berdasarkan kuartal terakhir?,ranking,mode_2_rag_only,"Berdasarkan informasi yang tersedia, 5 saham IDX30 dengan rasio P/B (Price-to-Book) terendah berdasarkan kuartal terakhir adalah:

1. INKP (0,36x)
2. INDF (0,78x)
3. ADRO (0,81x)
4. MEDC (0,84x)
5. BBNI (0,88x)",,skipped,bypassed,0.7,9139.18,3,,,n/a
Q032,"Saham IDX30 mana yang memiliki kinerja harga terbaik year-to-date 2026 (Year-to-Date, dari 1 Januari 2026)?",ranking,mode_2_rag_only,Data tidak tersedia.,,skipped,bypassed,0.7,8535.57,3,,,n/a
Q033,Apa 3 saham IDX30 dengan total utang terbesar pada akhir tahun fiskal 2024?,ranking,mode_2_rag_only,"Berdasarkan informasi yang tersedia, 3 saham IDX30 dengan total utang terbesar pada akhir tahun fiskal 2024 adalah:

1. BMRI (Rp 2113,7 T)
2. BBRI (Rp 1669,8 T)
3. BBCA (Rp 1177,4 T)",,skipped,bypassed,0.7,9079.55,3,,,n/a
Q034,Saham IDX30 mana yang mengalami penurunan harga terbesar dalam 30 hari terakhir?,ranking,mode_2_rag_only,"Saham IDX30 yang mengalami penurunan harga terbesar dalam 30 hari terakhir adalah MBMA dengan persentase penurunan sebesar -32,48%.",,skipped,bypassed,0.7,9478.11,3,,,n/a
Q035,Berapa harga penutupan saham PTBA pada akhir tahun 2024?,price_snapshot,mode_2_rag_only,Data tidak tersedia.,,skipped,bypassed,0.7,8342.37,3,,,n/a
Q036,Berapa harga rata-rata saham ISAT selama bulan Januari 2026?,price_snapshot,mode_2_rag_only,Data tidak tersedia.,,skipped,bypassed,0.7,8744.9,3,,,n/a
Q037,Berapa harga saham BRPT pada awal tahun 2025?,price_snapshot,mode_2_rag_only,Data tidak tersedia.,,skipped,bypassed,0.7,10053.11,3,,,n/a
Q038,Bagaimana perubahan harga saham CPIN dari kuartal terakhir ke saat ini secara QoQ (Quarter-on-Quarter)?,price_snapshot,mode_2_rag_only,Data tidak tersedia.,,skipped,bypassed,0.7,9192.53,3,,,n/a
Q039,Berapa harga tertinggi saham BUMI sepanjang tahun 2025?,price_snapshot,mode_2_rag_only,Data tidak tersedia.,,skipped,bypassed,0.7,9217.25,3,,,n/a
Q040,Berapa rata-rata volume perdagangan EMTK dalam 90 hari terakhir?,price_snapshot,mode_2_rag_only,Data tidak tersedia.,,skipped,bypassed,0.7,8573.18,3,,,n/a
Q041,Berapa rata-rata ROE (Return on Equity) dari semua bank di IDX30 pada tahun 2024?,sector_query,mode_2_rag_only,"Untuk menghitung rata-rata ROE (Return on Equity) dari semua bank di IDX30 pada tahun 2024, kita perlu mengetahui ROE dari semua bank tersebut. Berdasarkan informasi yang tersedia, ROE dari bank di IDX30 pada tahun 2024 adalah:

1. BBRI: 18,98%
2. JPFA: 18,22%
3. AMRT: 17,79%
4. BMRI: 17,79%

ROE dari bank lainnya tidak tersedia. Jadi, kita hanya dapat menggunakan data yang tersedia untuk menghitung rata-rata ROE.

Rata-rata ROE = (18,98 + 18,22 + 17,79 + 17,79) / 4
Rata-rata ROE = 73,78 / 4
Rata-rata ROE = 18,45%

Namun, perlu diingat bahwa rata-rata ini hanya berdasarkan data yang tersedia dan mungkin tidak representatif untuk semua bank di IDX30.",,skipped,bypassed,0.7,8473.13,3,,,n/a
Q042,Saham Basic Materials mana di IDX30 yang memiliki kapitalisasi pasar terbesar?,sector_query,mode_2_rag_only,"Saham Basic Materials dengan kapitalisasi pasar terbesar di IDX30 adalah BRPT dengan nilai Rp 145,8 T.",,skipped,bypassed,0.7,8711.96,3,,,n/a
Q043,"Berapa total kapitalisasi pasar sektor Oil, Gas & Coal di IDX30 saat ini?",sector_query,mode_2_rag_only,Data tidak tersedia.,,skipped,bypassed,0.7,8414.88,3,,,n/a
Q044,Saham Food & Beverage mana di IDX30 yang memiliki dividend yield TTM (Trailing Twelve Months) tertinggi?,sector_query,mode_2_rag_only,Data tidak tersedia.,,skipped,bypassed,0.7,10694.62,3,,,n/a
Q045,Bandingkan rasio P/E (Price-to-Earnings) TTM (Trailing Twelve Months) antara TLKM dan ISAT.,sector_query,mode_2_rag_only,Data tidak tersedia.,,skipped,bypassed,0.7,8761.6,3,,,n/a
Q046,Berapa harga penutupan terakhir PGEO sebagai satu-satunya saham Utilities di IDX30?,sector_query,mode_2_rag_only,Data tidak tersedia.,,skipped,bypassed,0.7,8972.64,3,,,n/a
Q047,"Bandingkan kinerja harga 30 hari terakhir antara sektor Banks dan sektor Oil, Gas & Coal di IDX30.",sector_query,mode_2_rag_only,"Data tidak tersedia untuk mengetahui perbandingan kinerja harga 30 hari terakhir antara sektor Banks dan sektor Oil, Gas & Coal di IDX30.",,skipped,bypassed,0.7,9105.49,3,,,n/a
Q048,Bandingkan net profit margin antara ICBP dan INDF pada tahun 2024.,sector_query,mode_2_rag_only,Data tidak tersedia.,,skipped,bypassed,0.7,8635.87,3,,,n/a
Q049,Saham Basic Materials mana di IDX30 yang memiliki P/B (Price-to-Book) MRQ (Most Recent Quarter) terendah?,sector_query,mode_2_rag_only,"INKP dengan P/B MRQ sebesar 0,36x memiliki P/B MRQ terendah di sektor Basic Materials IDX30.",,skipped,bypassed,0.7,9102.65,3,,,n/a
Q050,Berapa rata-rata pendapatan tahunan saham Banks di IDX30 pada tahun 2024?,sector_query,mode_2_rag_only,Data tidak tersedia.,,skipped,bypassed,0.7,8136.64,3,,,n/a
Q001,Berapa harga penutupan terakhir saham BBCA?,price_snapshot,mode_3_rag_jc,Rp 5.975 per 2026-05-26.,,passed,bypassed,0.85,11116.04,3,2,,"gen=react_v5,crit=critic_v4"
Q002,Berapa harga penutupan saham BBRI pada 30 April 2026?,price_snapshot,mode_3_rag_jc,Rp 2.980 per saham (,,passed,bypassed,0.85,10863.73,3,2,,"gen=react_v5,crit=critic_v4"
Q003,Berapa harga tertinggi saham TLKM dalam 52 minggu terakhir?,price_snapshot,mode_3_rag_jc,Saya tidak memiliki informasi yang cukup untuk menjawab pertanyaan ini.,,passed,bypassed,0.85,10791.71,3,2,,"gen=react_v5,crit=critic_v4"
Q004,Berapa volume perdagangan saham ASII pada hari perdagangan terakhir?,price_snapshot,mode_3_rag_jc,Saya tidak menemukan informasi tentang volume perdagangan saham ASII pada hari perdagangan terakhir di knowledge base.,,passed,bypassed,0.85,10573.21,3,2,,"gen=react_v5,crit=critic_v4"
Q005,Berapa harga terendah saham ADRO selama satu tahun terakhir?,price_snapshot,mode_3_rag_jc,Rp 1.625 per saham (2025-10-08),,passed,bypassed,0.85,11627.94,9,4,,"gen=react_v5,crit=critic_v4"
Q006,Berapa persen perubahan harga saham BMRI dalam 30 hari terakhir?,price_snapshot,mode_3_rag_jc,"-6,77% (per 2026-05-26)",,passed,bypassed,0.85,10348.16,3,2,,"gen=react_v5,crit=critic_v4"
Q007,Berapa nilai Moving Average (MA) 7 hari saham GOTO?,price_snapshot,mode_3_rag_jc,Saya tidak memiliki informasi yang cukup untuk menjawab pertanyaan tersebut.,,passed,bypassed,0.85,10826.7,3,2,,"gen=react_v5,crit=critic_v4"
Q008,Berapa kapitalisasi pasar terkini saham UNVR?,price_snapshot,mode_3_rag_jc,"Rp 67,1 T (per 2026-05-26)",,passed,bypassed,0.85,10023.34,3,2,,"gen=react_v5,crit=critic_v4"
Q009,Berapa volatilitas saham PTBA dalam 30 hari terakhir?,price_snapshot,mode_3_rag_jc,"Maaf, sistem tidak dapat menghasilkan jawaban saat ini. Silakan ulangi pertanyaan atau hubungi administrator.",,failed,bypassed,0.2,17786.49,0,5,,"gen=react_v5,crit=critic_v4"
Q010,Berapa harga penutupan saham KLBF pada 31 Maret 2026?,price_snapshot,mode_3_rag_jc,Saya tidak dapat menemukan harga penutupan saham KLBF pada tanggal 31 Maret 2026.,H1,failed,bypassed,0.5,39394.08,9,4,,"gen=react_v5,crit=critic_v4"
Q011,Berapa rasio P/E (Price-to-Earnings) TTM (Trailing Twelve Months) saham BBNI?,fundamental_metric,mode_3_rag_jc,"Rasio P/E TTM saham BBNI adalah 23.000 / 581 = 39,5 (periode data tahun 2024).",H1,failed,bypassed,0.5,55119.84,12,5,,"gen=react_v5,crit=critic_v4"
Q012,Berapa rasio P/B (Price-to-Book) saham UNTR berdasarkan kuartal terakhir?,fundamental_metric,mode_3_rag_jc,Saya tidak memiliki informasi yang cukup untuk menjawab pertanyaan tersebut.,,passed,bypassed,0.85,16944.96,0,1,,"gen=react_v5,crit=critic_v4"
Q013,Berapa ROE (Return on Equity) ANTM pada tahun 2024?,fundamental_metric,mode_3_rag_jc,"Saya tidak dapat memberikan jawaban yang akurat tentang ROE ANTM pada tahun 2024 karena tidak ada informasi yang tersedia. Namun, ROE ANTM pada tahun 2022 adalah 16,11%.",H1,failed,bypassed,0.5,13899.38,3,2,,"gen=react_v5,crit=critic_v4"
Q014,Berapa dividend yield TTM (Trailing Twelve Months) saham PGAS?,fundamental_metric,mode_3_rag_jc,"9,61% (TTM, periode data: 2025-2023)",,passed,bypassed,0.85,11337.12,3,2,,"gen=react_v5,crit=critic_v4"
Q015,Berapa pendapatan tahunan ICBP pada tahun 2024?,fundamental_metric,mode_3_rag_jc,"Pendapatan tahunan ICBP pada tahun 2022 adalah Rp 64,8 T.",H4,failed,bypassed,0.5,11419.76,3,2,,"gen=react_v5,crit=critic_v4"
Q016,Berapa net profit margin INDF pada tahun 2023?,fundamental_metric,mode_3_rag_jc,"7,29% (periode data: tahun 2023, sumber: kb_2)",,passed,bypassed,0.85,10400.53,3,2,,"gen=react_v5,crit=critic_v4"
Q017,Berapa total utang INCO pada akhir tahun fiskal 2024?,fundamental_metric,mode_3_rag_jc,"Maaf, sistem tidak dapat menghasilkan jawaban saat ini. Silakan ulangi pertanyaan atau hubungi administrator.",,failed,bypassed,0.2,31055.71,0,5,,"gen=react_v5,crit=critic_v4"
Q018,Berapa payout ratio JPFA terkini?,fundamental_metric,mode_3_rag_jc,Tidak ada informasi tentang payout ratio JPFA tahun 2022.,,passed,bypassed,0.85,22734.54,6,3,,"gen=react_v5,crit=critic_v4"
Q019,Berapa EPS (Earnings Per Share) MEDC pada tahun 2024?,fundamental_metric,mode_3_rag_jc,"Rp 236 (tahun 2024, sumber: [kb_1])",,passed,bypassed,0.85,19191.69,6,3,,"gen=react_v5,crit=critic_v4"
Q020,Berapa Forward P/E (Forward Price-to-Earnings) AMRT?,fundamental_metric,mode_3_rag_jc,Saya tidak memiliki informasi yang cukup untuk menjawab pertanyaan Anda tentang Forward P/E AMRT.,,passed,bypassed,0.85,9969.95,0,1,,"gen=react_v5,crit=critic_v4"
Q021,Berapa pertumbuhan pendapatan TLKM dari tahun 2023 ke 2024?,fundamental_metric,mode_3_rag_jc,"Pertumbuhan pendapatan TLKM dari tahun 2023 ke 2024 adalah 0,67% (Rp 150,0 T - Rp 149,2 T). (Tahun 2024)",H1,failed,bypassed,0.5,12292.53,6,3,,"gen=react_v5,crit=critic_v4"
Q022,Berapa total dividen yang dibayarkan BBCA selama tahun 2024?,fundamental_metric,mode_3_rag_jc,Rp 278 per saham (2024),,passed,bypassed,0.85,11714.12,3,2,,"gen=react_v5,crit=critic_v4"
Q023,Berapa ROE (Return on Equity) INKP pada tahun 2022?,fundamental_metric,mode_3_rag_jc,"ROE INKP pada tahun 2022 adalah 15,30% (periode data: tidak spesifik, tetapi ROE ini didapatkan dari [kb_0] yang tidak menyebutkan tahun spesifik, namun ROE ini lebih tinggi daripada ROE tahun 2021 dan 2025).",,passed,bypassed,0.85,10191.78,3,2,,"gen=react_v5,crit=critic_v4"
Q024,Berapa laba bersih MDKA pada tahun fiskal 2024?,fundamental_metric,mode_3_rag_jc,Tidak ada informasi tentang laba bersih MDKA pada tahun fiskal 2024.,H1,failed,bypassed,0.5,10460.54,3,2,,"gen=react_v5,crit=critic_v4"
Q025,Apa 3 saham IDX30 dengan kapitalisasi pasar terbesar saat ini?,ranking,mode_3_rag_jc,"3 saham IDX30 dengan kapitalisasi pasar terbesar saat ini adalah BBCA, BBRI, dan BMRI dengan kapitalisasi pasar Rp 729,2 T, Rp 460,6 T, dan Rp 381,6 T masing-masing per 2026-05-28.",,passed,bypassed,0.85,10718.92,3,2,,"gen=react_v5,crit=critic_v4"
Q026,Saham IDX30 mana yang memiliki ROE (Return on Equity) tertinggi pada tahun 2024?,ranking,mode_3_rag_jc,Saya tidak dapat menemukan informasi tentang ROE (Return on Equity) dari saham-saham IDX30 pada tahun 2024 karena data yang tersedia hanya sampai Q3-2025.,H1,failed,bypassed,0.5,12043.03,6,3,,"gen=react_v5,crit=critic_v4"
Q027,Saham IDX30 mana yang memiliki P/E (Price-to-Earnings) TTM (Trailing Twelve Months) terendah saat ini?,ranking,mode_3_rag_jc,"Saham TLKM memiliki P/E TTM terendah saat ini dengan nilai 6,45 pada periode 2026-05-28.","H1,H2,H4",failed,bypassed,0.5,25518.59,6,3,,"gen=react_v5,crit=critic_v4"
