question_id,question,category,mode,answer,hallucination_flags,validator_status,cache_status,confidence,latency_ms_total,evidence_count,iterations_used,error,prompt_version
Q028,Apa 3 saham IDX30 dengan dividend yield TTM (Trailing Twelve Months) tertinggi?,ranking,mode_3_rag_jc,"1) ADRO 13,56% 2) PTBA 11,71% 3) BMRI 11,55% (per 2026-05-28)",,passed,bypassed,0.85,10695.15,3,2,,"gen=react_v5,crit=critic_v4"
Q029,Bank mana di IDX30 yang memiliki ROE (Return on Equity) terbesar saat ini?,ranking,mode_3_rag_jc,"UNVR 156,74% (tanggal/periode data: tahun 2024)",H4,failed,bypassed,0.5,21200.37,6,3,,"gen=react_v5,crit=critic_v4"
Q030,Saham IDX30 mana yang mencatat pertumbuhan pendapatan tahunan tertinggi pada tahun 2024?,ranking,mode_3_rag_jc,"Saham ANTM mencatat pertumbuhan pendapatan tahunan tertinggi pada tahun 2024 dengan 68,57% (periode data: 2024 vs 2023).",,passed,bypassed,0.85,11597.69,3,2,,"gen=react_v5,crit=critic_v4"
Q031,Apa 5 saham IDX30 dengan rasio P/B (Price-to-Book) terendah berdasarkan kuartal terakhir?,ranking,mode_3_rag_jc,"5 saham IDX30 dengan rasio P/B terendah berdasarkan kuartal terakhir adalah INKP, INDF, ADRO, MEDC, dan BBNI (per 2026-05-28).","H2,H4",failed,bypassed,0.5,10389.36,3,2,,"gen=react_v5,crit=critic_v4"
Q032,"Saham IDX30 mana yang memiliki kinerja harga terbaik year-to-date 2026 (Year-to-Date, dari 1 Januari 2026)?",ranking,mode_3_rag_jc,Tidak ada informasi tentang kinerja harga saham IDX30 tahun 2026 di knowledge base.,"H2,H4",failed,bypassed,0.5,38051.13,12,5,,"gen=react_v5,crit=critic_v4"
Q033,Apa 3 saham IDX30 dengan total utang terbesar pada akhir tahun fiskal 2024?,ranking,mode_3_rag_jc,"1) BMRI Rp 2113,7 T 2) BBRI Rp 1669,8 T 3) BBCA Rp 1177,4 T [IDX30 total liabilitas (utang) terbesar akhir tahun fiskal 2024]","H2,H4",failed,bypassed,0.5,11264.99,3,2,,"gen=react_v5,crit=critic_v4"
Q034,Saham IDX30 mana yang mengalami penurunan harga terbesar dalam 30 hari terakhir?,ranking,mode_3_rag_jc,"MBMA dengan perubahan harga -32,48% dalam 30 hari terakhir (per 2026-05-28).","H2,H4",failed,bypassed,0.5,10123.46,3,2,,"gen=react_v5,crit=critic_v4"
Q035,Berapa harga penutupan saham PTBA pada akhir tahun 2024?,price_snapshot,mode_3_rag_jc,Tidak ada informasi yang relevan tentang harga penutupan saham PTBA pada akhir tahun 2024.,"H1,H2,H4",failed,bypassed,0.5,10901.36,3,2,,"gen=react_v5,crit=critic_v4"
Q036,Berapa harga rata-rata saham ISAT selama bulan Januari 2026?,price_snapshot,mode_3_rag_jc,Saya tidak memiliki informasi yang cukup untuk menjawab pertanyaan tentang harga rata-rata saham ISAT selama bulan Januari 2026.,"H2,H4",failed,bypassed,0.5,42342.66,12,5,,"gen=react_v5,crit=critic_v4"
Q037,Berapa harga saham BRPT pada awal tahun 2025?,price_snapshot,mode_3_rag_jc,Tidak ada informasi tentang harga saham BRPT pada awal tahun 2025.,"H2,H4",failed,bypassed,0.5,10879.68,3,2,,"gen=react_v5,crit=critic_v4"
Q038,Bagaimana perubahan harga saham CPIN dari kuartal terakhir ke saat ini secara QoQ (Quarter-on-Quarter)?,price_snapshot,mode_3_rag_jc,Saya tidak memiliki informasi yang cukup untuk menjawab perubahan harga saham CPIN dari kuartal terakhir ke saat ini secara QoQ (Quarter-on-Quarter).,"H2,H4",failed,bypassed,0.5,10755.31,3,2,,"gen=react_v5,crit=critic_v4"
Q039,Berapa harga tertinggi saham BUMI sepanjang tahun 2025?,price_snapshot,mode_3_rag_jc,Harga saham BUMI tidak tersedia dalam knowledge base.,"H2,H4",failed,bypassed,0.5,10628.89,3,2,,"gen=react_v5,crit=critic_v4"
Q040,Berapa rata-rata volume perdagangan EMTK dalam 90 hari terakhir?,price_snapshot,mode_3_rag_jc,"Maaf, sistem tidak dapat menghasilkan jawaban saat ini. Silakan ulangi pertanyaan atau hubungi administrator.",,failed,bypassed,0.2,34600.37,0,5,,"gen=react_v5,crit=critic_v4"
Q041,Berapa rata-rata ROE (Return on Equity) dari semua bank di IDX30 pada tahun 2024?,sector_query,mode_3_rag_jc,"Sektor Banks IDX30 (4 saham): BBCA, BBNI, BBRI, BMRI. ROE rata-rata 2024: 17,45%. (periode data: 2024)","H2,H4",failed,bypassed,0.5,34139.57,6,3,,"gen=react_v5,crit=critic_v4"
Q042,Saham Basic Materials mana di IDX30 yang memiliki kapitalisasi pasar terbesar?,sector_query,mode_3_rag_jc,"Saham Basic Materials di IDX30 dengan kapitalisasi pasar terbesar adalah BRPT dengan Rp 145,8 T per 2026-05-28.","H2,H4",failed,bypassed,0.5,10618.82,3,2,,"gen=react_v5,crit=critic_v4"
Q043,"Berapa total kapitalisasi pasar sektor Oil, Gas & Coal di IDX30 saat ini?",sector_query,mode_3_rag_jc,"Total kapitalisasi pasar sektor Oil, Gas & Coal di IDX30 adalah Rp 304,3 T (periode data tidak disebutkan, tetapi kemungkinan besar berdasarkan data terbaru).","H2,H4",failed,bypassed,0.5,11951.59,3,2,,"gen=react_v5,crit=critic_v4"
Q044,Saham Food & Beverage mana di IDX30 yang memiliki dividend yield TTM (Trailing Twelve Months) tertinggi?,sector_query,mode_3_rag_jc,"JPFA dengan dividend yield TTM tertinggi 5,45% per 2024.","H2,H4",failed,bypassed,0.5,10197.32,3,2,,"gen=react_v5,crit=critic_v4"
Q045,Bandingkan rasio P/E (Price-to-Earnings) TTM (Trailing Twelve Months) antara TLKM dan ISAT.,sector_query,mode_3_rag_jc,Saya tidak memiliki informasi yang cukup untuk menjawab pertanyaan tersebut.,"H2,H4",failed,bypassed,0.5,9532.09,0,1,,"gen=react_v5,crit=critic_v4"
Q046,Berapa harga penutupan terakhir PGEO sebagai satu-satunya saham Utilities di IDX30?,sector_query,mode_3_rag_jc,Rp 900 per 2026-05-26,"H2,H4",failed,bypassed,0.5,10426.97,3,2,,"gen=react_v5,crit=critic_v4"
Q047,"Bandingkan kinerja harga 30 hari terakhir antara sektor Banks dan sektor Oil, Gas & Coal di IDX30.",sector_query,mode_3_rag_jc,"Perubahan harga 30 hari rata-rata sektor Oil, Gas & Coal di IDX30 adalah -14,15%, sedangkan perubahan harga 30 hari rata-rata sektor Banks di IDX30 adalah -12,15%.","H1,H2,H4",failed,bypassed,0.5,10582.06,3,2,,"gen=react_v5,crit=critic_v4"
Q048,Bandingkan net profit margin antara ICBP dan INDF pada tahun 2024.,sector_query,mode_3_rag_jc,"Net profit margin ICBP pada tahun 2025 adalah 12,32%, sedangkan net profit margin INDF pada tahun 2021 adalah 7,69%.","H2,H4",failed,bypassed,0.5,9961.64,3,2,,"gen=react_v5,crit=critic_v4"
Q049,Saham Basic Materials mana di IDX30 yang memiliki P/B (Price-to-Book) MRQ (Most Recent Quarter) terendah?,sector_query,mode_3_rag_jc,"INKP dengan P/B MRQ 0,36x per 2026-05-28.","H2,H4",failed,bypassed,0.5,9321.5,3,2,,"gen=react_v5,crit=critic_v4"
Q050,Berapa rata-rata pendapatan tahunan saham Banks di IDX30 pada tahun 2024?,sector_query,mode_3_rag_jc,Saya tidak menemukan informasi tentang pendapatan tahunan masing-masing saham Banks di IDX30 pada tahun 2024 di knowledge base.,"H2,H4",failed,bypassed,0.5,9799.47,3,2,,"gen=react_v5,crit=critic_v4"
Q001,Berapa harga penutupan terakhir saham BBCA?,price_snapshot,mode_4_rag_jc_cache,Rp 5.975 per 2026-05-26.,"H2,H4",failed,miss,0.5,19656.97,3,2,,"gen=react_v5,crit=critic_v4"
Q002,Berapa harga penutupan saham BBRI pada 30 April 2026?,price_snapshot,mode_4_rag_jc_cache,Rp 2.980 per saham (,"H2,H4",failed,miss,0.5,20664.37,3,2,,"gen=react_v5,crit=critic_v4"
Q003,Berapa harga tertinggi saham TLKM dalam 52 minggu terakhir?,price_snapshot,mode_4_rag_jc_cache,Saya tidak memiliki informasi yang cukup untuk menjawab pertanyaan ini.,"H2,H4",failed,miss,0.5,18601.96,3,2,,"gen=react_v5,crit=critic_v4"
Q004,Berapa volume perdagangan saham ASII pada hari perdagangan terakhir?,price_snapshot,mode_4_rag_jc_cache,Saya tidak menemukan informasi tentang volume perdagangan saham ASII pada hari perdagangan terakhir di knowledge base.,"H2,H4",failed,miss,0.5,18533.88,3,2,,"gen=react_v5,crit=critic_v4"
Q005,Berapa harga terendah saham ADRO selama satu tahun terakhir?,price_snapshot,mode_4_rag_jc_cache,Harga terendah saham ADRO tidak dapat ditemukan dari informasi yang tersedia.,"H2,H4",failed,miss,0.5,20352.49,3,2,,"gen=react_v5,crit=critic_v4"
Q006,Berapa persen perubahan harga saham BMRI dalam 30 hari terakhir?,price_snapshot,mode_4_rag_jc_cache,"-6,77% (per 2026-05-26)","H2,H4",failed,miss,0.5,19450.35,3,2,,"gen=react_v5,crit=critic_v4"
Q007,Berapa nilai Moving Average (MA) 7 hari saham GOTO?,price_snapshot,mode_4_rag_jc_cache,Saya tidak memiliki informasi yang cukup untuk menjawab pertanyaan tersebut.,"H2,H4",failed,miss,0.5,19597.4,3,2,,"gen=react_v5,crit=critic_v4"
Q008,Berapa kapitalisasi pasar terkini saham UNVR?,price_snapshot,mode_4_rag_jc_cache,"Rp 67,1 T (per 2026-05-26)","H2,H4",failed,miss,0.5,20430.04,3,2,,"gen=react_v5,crit=critic_v4"
Q009,Berapa volatilitas saham PTBA dalam 30 hari terakhir?,price_snapshot,mode_4_rag_jc_cache,"Maaf, sistem tidak dapat menghasilkan jawaban saat ini. Silakan ulangi pertanyaan atau hubungi administrator.",,failed,miss,0.2,23469.52,0,5,,"gen=react_v5,crit=critic_v4"
Q010,Berapa harga penutupan saham KLBF pada 31 Maret 2026?,price_snapshot,mode_4_rag_jc_cache,Saya tidak dapat menemukan harga penutupan saham KLBF pada tanggal 31 Maret 2026 karena informasi yang ada tidak mencakup tanggal tersebut.,"H1,H2,H4",failed,miss,0.5,21234.44,9,4,,"gen=react_v5,crit=critic_v4"
Q011,Berapa rasio P/E (Price-to-Earnings) TTM (Trailing Twelve Months) saham BBNI?,fundamental_metric,mode_4_rag_jc_cache,"Rasio P/E TTM saham BBNI sebesar 8,35 pada 31 Desember 2022 (sumber: knowledge base IDX30).","H1,H2,H4",failed,miss,0.5,19394.85,6,3,,"gen=react_v5,crit=critic_v4"
Q012,Berapa rasio P/B (Price-to-Book) saham UNTR berdasarkan kuartal terakhir?,fundamental_metric,mode_4_rag_jc_cache,Saya tidak memiliki informasi yang cukup untuk menjawab pertanyaan tersebut.,"H2,H4",failed,miss,0.5,17366.48,0,1,,"gen=react_v5,crit=critic_v4"
Q013,Berapa ROE (Return on Equity) ANTM pada tahun 2024?,fundamental_metric,mode_4_rag_jc_cache,"Saya tidak dapat memberikan jawaban yang akurat tentang ROE ANTM pada tahun 2024 karena tidak ada informasi yang tersedia. Namun, ROE ANTM pada tahun 2022 adalah 16,11%.","H1,H2,H4",failed,miss,0.5,18334.89,3,2,,"gen=react_v5,crit=critic_v4"
Q014,Berapa dividend yield TTM (Trailing Twelve Months) saham PGAS?,fundamental_metric,mode_4_rag_jc_cache,"9,61% (TTM, periode data: 2025-2023)","H2,H4",failed,miss,0.5,20021.04,3,2,,"gen=react_v5,crit=critic_v4"
Q015,Berapa pendapatan tahunan ICBP pada tahun 2024?,fundamental_metric,mode_4_rag_jc_cache,"Pendapatan tahunan ICBP pada tahun 2022 adalah Rp 64,8 T.","H2,H4",failed,miss,0.5,19273.78,3,2,,"gen=react_v5,crit=critic_v4"
Q016,Berapa net profit margin INDF pada tahun 2023?,fundamental_metric,mode_4_rag_jc_cache,Saya tidak menemukan data keuangan INDF untuk tahun 2023 di knowledge base.,"H1,H2,H4",failed,miss,0.5,19469.37,6,3,,"gen=react_v5,crit=critic_v4"
Q017,Berapa total utang INCO pada akhir tahun fiskal 2024?,fundamental_metric,mode_4_rag_jc_cache,"Maaf, sistem tidak dapat menghasilkan jawaban saat ini. Silakan ulangi pertanyaan atau hubungi administrator.",,failed,miss,0.2,21649.23,0,5,,"gen=react_v5,crit=critic_v4"
Q018,Berapa payout ratio JPFA terkini?,fundamental_metric,mode_4_rag_jc_cache,Tidak ada informasi tentang payout ratio JPFA tahun 2022.,"H2,H4",failed,miss,0.5,21839.42,6,3,,"gen=react_v5,crit=critic_v4"
Q019,Berapa EPS (Earnings Per Share) MEDC pada tahun 2024?,fundamental_metric,mode_4_rag_jc_cache,"Rp 236 (tahun 2024, sumber: [kb_1])","H2,H4",failed,miss,0.5,20447.11,6,3,,"gen=react_v5,crit=critic_v4"
Q020,Berapa Forward P/E (Forward Price-to-Earnings) AMRT?,fundamental_metric,mode_4_rag_jc_cache,Saya tidak memiliki informasi yang cukup untuk menjawab pertanyaan Anda tentang Forward P/E AMRT.,"H2,H4",failed,miss,0.5,19872.28,0,1,,"gen=react_v5,crit=critic_v4"
Q021,Berapa pertumbuhan pendapatan TLKM dari tahun 2023 ke 2024?,fundamental_metric,mode_4_rag_jc_cache,"Pertumbuhan pendapatan TLKM dari tahun 2023 ke 2024 adalah 0,67% (Rp 150,0 T - Rp 149,2 T). (Tahun 2024)","H1,H2,H4",failed,miss,0.5,19502.5,6,3,,"gen=react_v5,crit=critic_v4"
Q022,Berapa total dividen yang dibayarkan BBCA selama tahun 2024?,fundamental_metric,mode_4_rag_jc_cache,Rp 278 per saham (2024),"H2,H4",failed,miss,0.5,18118.14,3,2,,"gen=react_v5,crit=critic_v4"
Q023,Berapa ROE (Return on Equity) INKP pada tahun 2022?,fundamental_metric,mode_4_rag_jc_cache,"ROE INKP pada tahun 2022 adalah 15,30% (periode data: tidak spesifik, tetapi ROE ini didapatkan dari [kb_0] yang tidak menyebutkan tahun spesifik, namun ROE ini lebih tinggi daripada ROE tahun 2021 dan 2025).","H2,H4",failed,miss,0.5,20082.67,3,2,,"gen=react_v5,crit=critic_v4"
Q024,Berapa laba bersih MDKA pada tahun fiskal 2024?,fundamental_metric,mode_4_rag_jc_cache,Tidak ada informasi tentang laba bersih MDKA pada tahun fiskal 2024.,"H1,H2,H4",failed,miss,0.5,18901.7,3,2,,"gen=react_v5,crit=critic_v4"
Q025,Apa 3 saham IDX30 dengan kapitalisasi pasar terbesar saat ini?,ranking,mode_4_rag_jc_cache,"3 saham IDX30 dengan kapitalisasi pasar terbesar saat ini adalah BBCA, BBRI, dan BMRI dengan kapitalisasi pasar Rp 729,2 T, Rp 460,6 T, dan Rp 381,6 T masing-masing per 2026-05-28.","H2,H4",failed,miss,0.5,19186.27,3,2,,"gen=react_v5,crit=critic_v4"
Q026,Saham IDX30 mana yang memiliki ROE (Return on Equity) tertinggi pada tahun 2024?,ranking,mode_4_rag_jc_cache,Saya tidak dapat menemukan informasi tentang ROE (Return on Equity) dari saham-saham IDX30 pada tahun 2024 karena data yang tersedia hanya sampai Q3-2025.,"H1,H2,H4",failed,miss,0.5,19556.25,6,3,,"gen=react_v5,crit=critic_v4"
Q027,Saham IDX30 mana yang memiliki P/E (Price-to-Earnings) TTM (Trailing Twelve Months) terendah saat ini?,ranking,mode_4_rag_jc_cache,"Saham TLKM memiliki P/E TTM terendah saat ini dengan nilai 6,45 pada 2026-05-28.","H1,H2,H4",failed,miss,0.5,19871.51,6,3,,"gen=react_v5,crit=critic_v4"
Q028,Apa 3 saham IDX30 dengan dividend yield TTM (Trailing Twelve Months) tertinggi?,ranking,mode_4_rag_jc_cache,"1) ADRO 13,56% 2) PTBA 11,71% 3) BMRI 11,55% (per 2026-05-28)","H2,H4",failed,miss,0.5,18903.12,3,2,,"gen=react_v5,crit=critic_v4"
Q029,Bank mana di IDX30 yang memiliki ROE (Return on Equity) terbesar saat ini?,ranking,mode_4_rag_jc_cache,"UNVR 156,74% (tanggal/periode data: tahun 2024)","H2,H4",failed,miss,0.5,19968.33,6,3,,"gen=react_v5,crit=critic_v4"
Q030,Saham IDX30 mana yang mencatat pertumbuhan pendapatan tahunan tertinggi pada tahun 2024?,ranking,mode_4_rag_jc_cache,"Saham ANTM mencatat pertumbuhan pendapatan tahunan tertinggi pada tahun 2024 dengan 68,57% (periode data: 2024 vs 2023).","H2,H4",failed,miss,0.5,20625.01,3,2,,"gen=react_v5,crit=critic_v4"
Q031,Apa 5 saham IDX30 dengan rasio P/B (Price-to-Book) terendah berdasarkan kuartal terakhir?,ranking,mode_4_rag_jc_cache,"5 saham IDX30 dengan rasio P/B terendah berdasarkan kuartal terakhir adalah INKP, INDF, ADRO, MEDC, dan BBNI (per 2026-05-28).","H2,H4",failed,miss,0.5,17755.07,3,2,,"gen=react_v5,crit=critic_v4"
Q032,"Saham IDX30 mana yang memiliki kinerja harga terbaik year-to-date 2026 (Year-to-Date, dari 1 Januari 2026)?",ranking,mode_4_rag_jc_cache,Tidak ada informasi tentang kinerja harga saham IDX30 tahun 2026 di knowledge base.,"H2,H4",failed,miss,0.5,22521.43,12,5,,"gen=react_v5,crit=critic_v4"
Q033,Apa 3 saham IDX30 dengan total utang terbesar pada akhir tahun fiskal 2024?,ranking,mode_4_rag_jc_cache,"1) BMRI Rp 2113,7 T 2) BBRI Rp 1669,8 T 3) BBCA Rp 1177,4 T [IDX30 total liabilitas (utang) terbesar akhir tahun fiskal 2024]","H2,H4",failed,miss,0.5,18425.23,3,2,,"gen=react_v5,crit=critic_v4"
Q034,Saham IDX30 mana yang mengalami penurunan harga terbesar dalam 30 hari terakhir?,ranking,mode_4_rag_jc_cache,"MBMA dengan perubahan harga -32,48% dalam 30 hari terakhir (per 2026-05-28).","H2,H4",failed,miss,0.5,18534.51,3,2,,"gen=react_v5,crit=critic_v4"
Q035,Berapa harga penutupan saham PTBA pada akhir tahun 2024?,price_snapshot,mode_4_rag_jc_cache,Tidak ada informasi yang relevan tentang harga penutupan saham PTBA pada akhir tahun 2024.,"H1,H2,H4",failed,miss,0.5,18899.46,3,2,,"gen=react_v5,crit=critic_v4"
Q036,Berapa harga rata-rata saham ISAT selama bulan Januari 2026?,price_snapshot,mode_4_rag_jc_cache,Saya tidak memiliki informasi yang cukup untuk menjawab pertanyaan tentang harga rata-rata saham ISAT selama bulan Januari 2026.,"H2,H4",failed,miss,0.5,21337.46,12,5,,"gen=react_v5,crit=critic_v4"
Q037,Berapa harga saham BRPT pada awal tahun 2025?,price_snapshot,mode_4_rag_jc_cache,Tidak ada informasi tentang harga saham BRPT pada awal tahun 2025.,"H2,H4",failed,miss,0.5,19322.32,3,2,,"gen=react_v5,crit=critic_v4"
Q038,Bagaimana perubahan harga saham CPIN dari kuartal terakhir ke saat ini secara QoQ (Quarter-on-Quarter)?,price_snapshot,mode_4_rag_jc_cache,Saya tidak memiliki informasi yang cukup untuk menjawab perubahan harga saham CPIN dari kuartal terakhir ke saat ini secara QoQ (Quarter-on-Quarter).,"H2,H4",failed,miss,0.5,18803.74,3,2,,"gen=react_v5,crit=critic_v4"
Q039,Berapa harga tertinggi saham BUMI sepanjang tahun 2025?,price_snapshot,mode_4_rag_jc_cache,Harga saham BUMI tidak tersedia dalam knowledge base.,"H2,H4",failed,miss,0.5,19872.39,3,2,,"gen=react_v5,crit=critic_v4"
Q040,Berapa rata-rata volume perdagangan EMTK dalam 90 hari terakhir?,price_snapshot,mode_4_rag_jc_cache,"Maaf, sistem tidak dapat menghasilkan jawaban saat ini. Silakan ulangi pertanyaan atau hubungi administrator.",,failed,miss,0.2,20738.09,0,5,,"gen=react_v5,crit=critic_v4"
Q041,Berapa rata-rata ROE (Return on Equity) dari semua bank di IDX30 pada tahun 2024?,sector_query,mode_4_rag_jc_cache,"Sektor Banks IDX30 (4 saham): BBCA, BBNI, BBRI, BMRI. ROE rata-rata 2024: 17,45%. (periode data: 2024)","H2,H4",failed,miss,0.5,20568.65,6,3,,"gen=react_v5,crit=critic_v4"
Q042,Saham Basic Materials mana di IDX30 yang memiliki kapitalisasi pasar terbesar?,sector_query,mode_4_rag_jc_cache,"Saham Basic Materials di IDX30 dengan kapitalisasi pasar terbesar adalah BRPT dengan Rp 145,8 T per 2026-05-28.","H2,H4",failed,miss,0.5,19007.67,3,2,,"gen=react_v5,crit=critic_v4"
Q043,"Berapa total kapitalisasi pasar sektor Oil, Gas & Coal di IDX30 saat ini?",sector_query,mode_4_rag_jc_cache,"Total kapitalisasi pasar sektor Oil, Gas & Coal di IDX30 adalah Rp 304,3 T (periode data tidak disebutkan, tetapi kemungkinan besar berdasarkan data terbaru).","H2,H4",failed,miss,0.5,19117.1,3,2,,"gen=react_v5,crit=critic_v4"
Q044,Saham Food & Beverage mana di IDX30 yang memiliki dividend yield TTM (Trailing Twelve Months) tertinggi?,sector_query,mode_4_rag_jc_cache,"JPFA dengan dividend yield TTM tertinggi 5,45% per 2024.","H2,H4",failed,miss,0.5,22088.07,3,2,,"gen=react_v5,crit=critic_v4"
Q045,Bandingkan rasio P/E (Price-to-Earnings) TTM (Trailing Twelve Months) antara TLKM dan ISAT.,sector_query,mode_4_rag_jc_cache,Saya tidak memiliki informasi yang cukup untuk menjawab pertanyaan tersebut.,,passed,miss,0.85,20495.59,0,1,,"gen=react_v5,crit=critic_v4"
Q046,Berapa harga penutupan terakhir PGEO sebagai satu-satunya saham Utilities di IDX30?,sector_query,mode_4_rag_jc_cache,Rp 900 per 2026-05-26,"H2,H4",failed,miss,0.5,20192.46,3,2,,"gen=react_v5,crit=critic_v4"
Q047,"Bandingkan kinerja harga 30 hari terakhir antara sektor Banks dan sektor Oil, Gas & Coal di IDX30.",sector_query,mode_4_rag_jc_cache,"Perubahan harga 30 hari rata-rata sektor Oil, Gas & Coal di IDX30 adalah -14,15%, sedangkan perubahan harga 30 hari rata-rata sektor Banks di IDX30 adalah -12,15%.","H1,H2,H4",failed,miss,0.5,18655.99,3,2,,"gen=react_v5,crit=critic_v4"
Q048,Bandingkan net profit margin antara ICBP dan INDF pada tahun 2024.,sector_query,mode_4_rag_jc_cache,"Net profit margin ICBP pada tahun 2025 adalah 12,32%, sedangkan net profit margin INDF pada tahun 2021 adalah 7,69%.","H2,H4",failed,miss,0.5,18155.0,3,2,,"gen=react_v5,crit=critic_v4"
Q049,Saham Basic Materials mana di IDX30 yang memiliki P/B (Price-to-Book) MRQ (Most Recent Quarter) terendah?,sector_query,mode_4_rag_jc_cache,"INKP dengan P/B MRQ 0,36x per 2026-05-28.","H2,H4",failed,miss,0.5,19299.49,3,2,,"gen=react_v5,crit=critic_v4"
Q050,Berapa rata-rata pendapatan tahunan saham Banks di IDX30 pada tahun 2024?,sector_query,mode_4_rag_jc_cache,Saya tidak menemukan informasi tentang pendapatan tahunan masing-masing saham Banks di IDX30 pada tahun 2024 di knowledge base.,"H2,H4",failed,miss,0.5,20109.61,3,2,,"gen=react_v5,crit=critic_v4"
